YEAR,GQ,METAREA,AGE,SEX,RACE,HISPAN,EDUC,INCWAGE,WKSWORK1,UHRSWORK1
1977,1,1000,66,2,100,0,80,10356.68,46,26
1977,1,1600,55,2,100,0,90,47963.81,38,62
1977,1,1600,31,2,100,0,50,3626.13,44,33
1977,1,1000,33,2,100,0,111,1899.88,12,11
1977,1,1600,36,1,100,0,10,29848.12,29,59
1977,1,1600,51,2,100,0,100,344.86,1,43
1977,1,3200,37,2,100,0,10,15037.02,37,28
1977,1,4480,57,2,100,0,73,269.97,3,13
1977,1,4480,26,1,300,200,80,8291.18,7,67
1977,1,1000,56,2,100,0,60,17622.49,27,68
1977,1,1000,43,2,100,0,50,234.02,1,17
1977,1,4480,22,2,100,0,70,23058.53,45,60
1977,1,1600,57,1,100,0,110,3526.96,45,8
1977,1,4480,63,1,100,200,80,5116.04,24,27
1977,1,7360,53,2,100,0,40,11834.68,23,53
1977,2,7360,58,1,100,0,30,1418.73,7,38
1977,1,4480,20,2,100,0,70,16225.78,36,41
1977,3,7360,42,1,100,0,70,23214.43,36,39
1977,1,7360,38,1,100,0,100,4620.94,34,9
1977,1,1000,21,2,100,0,80,8183.8,25,51
1977,1,1000,41,1,100,0,100,34135.86,39,57
1977,1,7360,23,1,300,100,90,24637.6,47,55
1977,1,1000,20,1,100,0,110,17697.06,43,35
1977,1,3200,46,2,100,200,30,2238.71,27,6
1978,1,3200,36,1,100,100,40,635.09,23,2
1978,1,3200,67,2,200,0,90,9137.19,49,12
1978,1,3200,22,1,100,0,100,23153.76,33,62
1978,1,3200,19,1,100,200,100,3169.46,23,14
1978,1,7360,37,1,100,0,111,24418.04,29,74
1978,1,1600,37,1,100,0,60,7527.68,25,35
1978,1,4480,41,2,300,0,30,7686.09,38,20
1978,1,4480,52,2,100,0,111,8185.77,10,73
1978,1,1000,53,1,100,0,40,12837.73,15,59
1978,1,4480,51,1,100,0,70,4426.6,9,36
1978,2,500,27,1,200,0,90,15354.89,17,74
1978,1,3200,38,2,100,0,73,5731.68,26,19
1978,1,1000,60,2,100,0,30,11368.67,23,52
1978,2,3200,67,2,100,0,30,3350.81,10,38
1978,3,4480,30,2,100,0,60,4376.03,8,51
1978,1,3200,42,1,200,100,110,763.53,21,2
1978,1,3200,55,1,100,0,110,22242.09,34,63
1978,1,4480,39,1,100,0,110,1218.2,3,78
1978,1,1000,18,2,100,0,100,50000.0,50,71
1978,1,4480,22,1,300,0,80,18831.61,52,25
1978,1,7360,53,2,100,0,60,702.05,9,6
1978,1,7360,59,2,100,0,73,6326.91,9,29
1978,1,7360,49,2,100,0,50,115.14,2,6
1978,1,1000,60,2,200,0,90,40091.7,34,73
1978,1,3200,31,1,100,0,70,20984.8,24,72
1978,1,1000,36,2,100,0,50,171.47,13,1
1978,1,7360,65,2,100,0,40,1431.78,7,13
1978,1,1000,56,1,100,0,30,4942.26,15,29
1978,1,1600,33,1,100,0,100,2595.62,16,41
1978,1,7360,36,2,100,0,10,8317.82,40,18
1978,1,1600,49,1,100,0,100,36023.32,52,57
1978,1,4480,46,2,100,0,70,3293.74,4,60
1978,1,1600,48,2,100,0,90,12755.41,28,31
1978,1,1000,53,2,100,0,100,49831.35,52,64
1978,1,3200,24,2,100,0,40,1690.38,31,3
1978,1,7360,39,2,100,0,100,25649.01,40,59
1978,1,7360,19,1,200,0,50,1692.35,2,50
1978,1,1000,55,2,100,0,50,9512.16,32,28
1978,1,7360,44,2,100,0,100,24089.36,23,70
1978,1,1000,45,1,100,0,73,1131.69,15,5
1978,1,1600,65,1,200,100,70,42011.91,40,77
1978,1,7360,55,1,300,0,100,9088.3,10,67
1978,1,500,52,2,100,0,111,5728.79,21,54
1978,1,3200,39,1,100,0,100,12930.06,15,58
1978,1,7360,38,1,100,0,90,1958.78,2,74
1978,1,3200,63,1,100,0,80,1602.42,50,4
1978,1,1600,37,2,100,200,100,16612.45,18,75
1978,1,1000,58,1,100,0,100,21866.44,40,76
1978,1,1600,64,1,300,0,90,47420.29,43,79
1978,1,500,20,2,300,100,90,1019.03,2,36
1978,1,3200,25,1,100,0,30,12741.97,17,55
1978,1,7360,64,2,100,0,110,29242.3,51,37
1978,1,1000,25,2,100,0,70,8949.15,12,49
1978,1,3200,51,1,100,0,80,4339.64,10,32
1978,1,7360,37,2,100,200,73,3294.37,40,11
1978,1,4480,27,1,100,0,30,715.6,22,4
1978,1,1600,48,1,100,0,40,6330.7,40,24
1978,1,1000,18,1,100,0,30,3054.24,9,22
1978,1,1600,68,2,100,0,20,4652.74,13,32
1978,1,1600,30,2,100,0,100,26343.46,35,48
1978,1,4480,42,1,200,100,100,16516.59,13,60
1978,1,1000,30,2,100,0,50,979.76,28,3
1978,1,1600,33,1,300,200,80,4556.5,14,32
1978,1,1000,48,2,100,200,20,7891.22,21,22
1978,1,7360,59,2,100,0,40,14063.01,15,77
1978,1,500,62,2,100,100,100,8973.07,37,28
1978,1,1600,35,1,100,200,70,3936.8,18,13
1978,1,1000,57,1,100,0,100,23869.74,52,30
1978,1,4480,26,2,100,0,73,1803.72,15,12
1978,1,3200,29,1,200,0,100,7408.21,17,32
1978,1,7360,38,2,300,0,70,31155.99,51,54
1978,1,1000,38,2,100,200,60,11092.97,19,56
1978,1,1600,55,2,200,0,60,9586.96,13,52
1978,1,4480,63,2,100,0,70,40503.99,42,48
1978,1,4480,25,2,100,0,50,4702.39,12,31
1978,1,1600,26,2,100,0,110,607.5,27,15
1978,1,1000,61,1,100,100,110,8702.12,23,48
1978,1,3200,38,1,200,0,100,9117.65,38,15
1978,1,500,63,2,100,0,40,28723.78,49,47
1978,1,3200,39,2,100,0,80,6764.28,8,75
1978,1,7360,62,1,100,0,90,1343.36,48,2
1978,3,1600,30,2,100,200,100,10765.24,9,58
1978,1,1600,48,1,100,0,50,937.32,1,63
1978,1,3200,62,2,100,0,80,40083.62,38,78
1978,1,3200,63,1,100,0,100,12729.19,31,35
1978,1,7360,43,1,100,0,111,10116.93,14,78
1978,1,4480,32,2,300,0,30,21339.73,36,35
1978,1,7360,34,2,300,0,100,5674.68,14,37
1978,1,4480,57,1,200,0,73,18539.09,45,66
1978,1,3200,48,2,100,100,110,32525.78,42,57
1978,1,1600,55,2,100,0,100,13359.27,45,23
1978,1,4480,21,2,100,0,60,11534.62,9,74
1978,1,3200,20,2,100,0,70,1271.42,19,5
1978,3,1000,37,1,100,0,100,2269.29,12,14
1978,1,1000,58,1,100,100,73,7233.49,23,30
1978,1,1000,27,2,100,0,40,9178.45,14,48
1978,1,3200,28,1,200,200,40,1633.64,2,76
1978,1,3200,43,2,200,0,60,350.69,13,4
1978,1,500,19,1,100,0,100,34496.7,46,63
1978,1,1000,34,1,200,200,30,13478.32,29,47
1978,1,1600,24,1,100,0,70,31834.34,46,52
1978,1,3200,69,2,100,0,70,9384.21,18,69
1978,1,7360,36,2,100,0,60,29483.5,52,36
1978,1,4480,26,2,100,0,90,17432.75,22,58
1978,1,4480,51,1,100,0,40,17914.62,31,35
1978,1,7360,49,2,100,0,70,3377.92,16,16
1978,1,7360,48,2,200,0,100,8972.27,50,12
1978,1,4480,61,1,100,0,111,761.64,3,27
1978,1,1600,66,2,100,0,60,6993.45,10,60
1978,1,1600,64,1,100,0,100,19404.71,41,34
1978,1,1000,19,1,100,0,90,17680.77,48,20
1978,1,4480,41,1,100,0,70,12347.94,37,28
1978,1,7360,27,2,200,0,100,12796.32,22,70
1978,1,7360,53,2,100,0,90,6052.34,23,16
1978,1,4480,38,2,100,0,100,7538.85,45,14
1978,1,3200,69,2,100,0,110,892.5,35,17
1978,1,7360,37,2,100,0,80,20941.26,45,69
1978,1,4480,61,1,100,200,73,4126.55,26,16
1978,1,500,63,1,100,0,70,26505.96,20,70
1978,1,4480,52,2,100,0,60,14966.37,51,19
1978,1,7360,60,1,100,0,73,10515.56,22,43
1978,1,500,65,1,100,0,100,21227.34,48,39
1978,1,500,32,2,100,0,100,6479.91,43,19
1978,1,1600,45,2,200,0,100,10493.77,11,61
1978,1,500,29,2,100,0,110,4793.81,24,13
1978,1,4480,28,2,100,0,70,16913.61,45,23
1978,1,3200,64,1,200,0,30,8807.48,35,30
1978,1,4480,46,2,100,200,10,24291.11,52,38
1978,1,1000,59,2,100,0,50,13366.48,48,50
1978,1,7360,51,1,100,0,50,29944.18,50,73
1978,1,7360,41,2,100,0,80,4645.39,18,28
1978,1,3200,48,2,100,200,100,1264.66,4,30
1978,1,3200,19,2,200,0,60,1071.07,1,58
1978,1,3200,54,1,300,0,110,1938.28,12,27
1978,1,7360,29,2,100,0,73,27129.3,44,54
1978,1,7360,50,2,100,0,50,8408.67,34,22
1978,1,1600,42,1,100,0,110,27273.51,32,51
1978,1,7360,40,2,100,0,80,4068.38,7,29
1978,1,3200,36,2,100,0,70,6019.38,29,19
1978,1,4480,68,1,100,0,80,15738.94,14,77
1978,1,1600,58,2,100,0,70,6788.49,8,56
1978,1,500,43,2,100,0,30,2576.51,5,43
1978,1,7360,60,2,100,0,90,1500.26,27,32
1978,1,1000,21,1,100,200,90,23773.5,48,45
1978,1,1000,37,1,200,0,80,8048.07,12,77
1978,1,3200,56,1,200,0,50,15463.44,51,43
1978,1,500,40,1,100,0,60,5805.57,33,19
1978,1,7360,43,2,100,0,90,4383.82,22,16
1978,1,3200,62,1,100,200,110,11158.35,25,65
1978,1,3200,40,2,300,0,60,7433.57,39,23
1978,1,4480,35,1,200,0,80,2759.97,27,6
1978,1,7360,43,1,100,0,70,4293.78,28,17
1978,1,1600,42,1,100,100,60,1480.52,11,14
1978,1,1000,69,1,100,100,50,8773.23,43,16
1978,1,3200,40,1,100,100,80,14616.23,34,55
1978,1,7360,23,2,100,0,50,3954.59,52,18
1978,1,4480,26,2,100,100,60,4065.98,17,16
1978,1,7360,37,2,200,0,10,1137.1,31,8
1978,1,1000,47,1,100,0,110,6850.26,12,37
1978,1,1600,40,2,200,0,70,1416.14,5,31
1978,1,500,61,1,100,200,73,3839.54,6,67
1978,1,7360,36,1,100,0,110,14448.2,41,68
1978,1,4480,52,2,100,200,70,3336.07,25,16
1978,1,4480,33,2,200,0,110,14883.8,34,36
1978,1,1600,40,2,100,0,90,19696.97,51,28
1978,1,1600,65,1,100,0,100,25581.48,32,59
1978,1,7360,18,2,100,0,90,3617.8,45,7
1978,1,4480,40,1,200,0,50,47233.55,41,59
1978,1,3200,65,2,200,0,40,46229.57,48,61
1978,1,1600,67,1,100,0,70,6977.06,8,79
1978,1,7360,58,1,300,0,111,92.99,13,1
1978,1,7360,48,1,100,0,70,36744.56,37,78
1978,1,7360,37,1,200,0,100,11964.65,49,43
1978,1,7360,56,1,100,200,73,9104.92,16,51
1978,1,1000,22,2,100,0,80,29204.77,34,55
1978,1,1000,50,2,100,0,30,14693.74,33,28
1978,1,4480,23,1,100,0,60,9264.13,18,54
1978,1,1600,34,2,200,0,100,942.38,3,71
1978,1,1600,24,2,100,0,111,10472.97,43,29
1978,1,4480,59,1,200,0,100,945.76,1,54
1978,1,3200,39,2,100,0,70,7746.31,20,29
1978,1,1600,34,1,100,0,110,20648.92,19,57
1978,2,3200,67,1,200,0,30,6513.88,27,21
1978,1,1600,33,1,200,0,10,4059.87,7,44
1978,1,4480,32,2,300,0,73,227.19,2,10
1978,1,1000,37,2,100,0,100,5202.27,33,23
1978,1,500,30,2,300,0,20,19137.31,27,57
1978,1,7360,43,2,100,0,73,416.48,7,3
1978,1,1600,60,1,100,0,90,2210.8,7,30
1978,1,1600,68,1,100,0,90,15835.15,15,62
1978,1,1000,63,1,100,0,80,16256.96,25,60
1978,1,3200,55,1,100,0,80,1450.16,2,62
1978,1,4480,34,1,100,0,100,10495.61,18,55
1978,1,1600,65,1,100,0,110,913.44,4,20
1978,1,3200,61,1,100,0,50,6658.36,52,26
1978,1,500,35,2,100,100,80,5138.37,12,49
1978,1,3200,60,2,200,200,100,21231.38,46,46
1978,1,1000,66,1,100,0,90,1201.94,6,16
1978,1,1000,31,2,100,0,100,443.1,3,52
1978,1,4480,47,1,300,0,90,17327.1,44,26
1978,1,4480,57,1,300,0,90,599.44,2,20
1978,1,1600,53,1,100,200,80,14582.4,36,22
1978,1,4480,47,1,100,0,90,36737.54,43,48
1978,1,3200,22,2,100,0,50,11964.24,21,72
1978,1,3200,55,2,100,0,111,2527.23,12,38
1978,1,1600,34,1,100,0,80,679.81,13,4
1978,1,3200,19,1,100,0,70,5217.1,12,73
1978,1,4480,27,2,100,0,70,25007.84,48,54
1978,1,7360,61,1,300,100,80,17589.41,38,38
1978,2,1600,23,2,100,0,30,3459.52,6,57
1978,1,1000,35,1,100,0,60,30996.57,46,52
1978,1,1600,69,1,100,0,80,436.79,2,18
1978,1,7360,51,2,200,0,90,2202.09,8,30
1978,1,3200,19,2,200,0,90,4065.15,19,19
1978,1,3200,33,1,300,0,80,758.74,5,26
1978,2,1600,57,2,100,0,10,13336.61,13,76
1978,1,7360,24,2,100,0,90,6535.55,32,15
